Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:09,7328,,51-07-05 (ClassRm),"DAVID, Ctrl Group C Activated",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:09,7328,,51-07-05 (ClassRm),"DAVID, Ctrl Group B Activated",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:09,7328,,51-07-05 (ClassRm),"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:09,7328,,51-07-05 (ClassRm),"DAVID, Door Opened",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:09,7328,,51-07-05 (ClassRm),"DAVID, Ctrl Group C Activated",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:13,7328,,Blk 37 L5 Main Door 05-17,"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:13,7328,,Blk 37 L5 Main Door 05-17,"DAVID, Door Opened",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:13,7328,,Blk 37 L5 Seminar Rm 05-23,"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:13,7328,,Blk 37 L5 Seminar Rm 05-23,"DAVID, Door Opened",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:17,7328,,Blk 37 L6 Admin Lobby Main Dr,"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:17,7328,,Blk 37 L6 Admin Lobby Main Dr,"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:17,7328,,Blk 37 L6 Admin Lobby Main Dr,"DAVID, Door Opened",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:17,7328,,Blk 37 L6 Staff Off 37-06-01,"DAVID, Access Granted",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:17,7328,,Blk 37 L6 Staff Off 37-06-01,"DAVID, Door Opened",Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:21,14648,,Blk 27 L2 OLT Side Dr,Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:24,ED0332,,05-05-09 (ClassRm),Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:25,ED0332,,05-05-09 (ClassRm),Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:25,ED0332,,05-05-09 (ClassRm),Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:25,ED0332,,05-05-09 (ClassRm),Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:25,ED0332,,05-05-09 (ClassRm),Door Left Opened Alarm,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:35,ED0333,,LT78 RIGHT MAIN DR,Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:35,ED0333,,LT78 RIGHT MAIN DR,Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:35,ED0333,,LT78 RIGHT MAIN DR,Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:35,ED0333,,LT78 RIGHT MAIN DR,Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:36,ED0333,,LT79 LEFT MAIN DR,Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:36,ED0333,,LT79 LEFT MAIN DR,Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 22:43,ED0332,,56-06-07 (ClassRm),Ctrl Group C Activated,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 23:20,ED0410,,51-06-01 (ClassRm),Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 23:20,ED0410,,51-06-01 (ClassRm),Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 23:27,ED0410,,LT78 RIGHT MAIN DR,Access Granted,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,01/11/2022 23:27,ED0410,,LT78 RIGHT MAIN DR,Door Opened,Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,02/11/2022 05:53,ED0333,,CC 1ST STOREY MAIN DR,Access Denied (TZ),Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,02/11/2022 05:53,ED0333,,CC 1ST STOREY MAIN DR,Access Denied (TZ),Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,02/11/2022 05:53,ED0333,,CC 1ST STOREY MAIN DR,Access Denied (TZ),Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,02/11/2022 05:53,ED0333,,CC 1ST STOREY MAIN DR,Access Denied (TZ),Report All     Ver 1.3,page,1,of,1
Date&Time,Card #,Name,Location,Transaction,02/11/2022 05:53,ED0333,,CC 1ST STOREY MAIN DR,Access Denied (TZ),Report All     Ver 1.3,page,1,of,1
